Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.9474364581318417,1.0,0.43087,0.9989862901450448,3446,1348,2809068885.0,2546949881.0,0.0,525469,.,.,296594.0,194071.0,,1.528275734138537,519861,.,.,294041.0,192370.0,,1.5285179601809014,5608,.,.,2553.0,1701.0,,1.5008818342151675,931306,.,.,536836.0,296238.0,,1.8121780460305563,517264,.,.,293670.0,191498.0,,1.5335408202696634,12770,.,.,9945.0,984.0,,10.106707317073171,401272,.,.,233221.0,103756.0,,2.2477832607270907
INDEL,*,*,PASS,*,QUAL,*,1.0,0.9514240282712749,0.43087,0.9653320036361933,3446,1348,2809068885.0,2546949881.0,0.0,525469,.,.,296594.0,194071.0,,1.528275734138537,519861,.,.,294041.0,192370.0,,1.5285179601809014,5608,.,.,2553.0,1701.0,,1.5008818342151675,931306,.,.,536836.0,296238.0,,1.8121780460305563,517264,.,.,293670.0,191498.0,,1.5335408202696634,12770,.,.,9945.0,984.0,,10.106707317073171,401272,.,.,233221.0,103756.0,,2.2477832607270907
INDEL,*,GC_15_20,ALL,*,QUAL,*,0.9907643672596642,1.0,0.0,0.978834329565648,20,8,12031611.0,12031611.0,0.0,5891,.,.,3521.0,2016.0,,1.7465277777777777,5859,.,.,3509.0,2005.0,,1.7501246882793018,32,.,.,12.0,11.0,,1.0909090909090908,5892,.,.,3571.0,1991.0,,1.7935710698141638,5824,.,.,3513.0,1988.0,,1.767102615694165,68,.,.,58.0,3.0,,19.33333333333333,0,.,.,0.0,0.0,,
INDEL,*,GC_15_20,PASS,*,QUAL,*,0.9708066841542747,0.9464588029968074,0.0,0.9710112251671322,20,8,12031611.0,12031611.0,0.0,5891,.,.,3521.0,2016.0,,1.7465277777777777,5859,.,.,3509.0,2005.0,,1.7501246882793018,32,.,.,12.0,11.0,,1.0909090909090908,5892,.,.,3571.0,1991.0,,1.7935710698141638,5824,.,.,3513.0,1988.0,,1.767102615694165,68,.,.,58.0,3.0,,19.33333333333333,0,.,.,0.0,0.0,,
INDEL,*,GC_20_25,ALL,*,QUAL,*,1.0,0.9689916047948587,0.0,1.0,145,41,104538771.0,104538771.0,0.0,34325,.,.,19806.0,12644.0,,1.5664346725719709,34098,.,.,19709.0,12577.0,,1.56706686809255,227,.,.,97.0,67.0,,1.4477611940298507,34458,.,.,20098.0,12561.0,,1.60003184459836,33936,.,.,19697.0,12519.0,,1.573368479910536,522,.,.,401.0,42.0,,9.547619047619047,0,.,.,0.0,0.0,,
INDEL,*,GC_20_25,PASS,*,QUAL,*,0.9741594774009454,1.0,0.0,0.9856131761156851,145,41,104538771.0,104538771.0,0.0,34325,.,.,19806.0,12644.0,,1.5664346725719709,34098,.,.,19709.0,12577.0,,1.56706686809255,227,.,.,97.0,67.0,,1.4477611940298507,34458,.,.,20098.0,12561.0,,1.60003184459836,33936,.,.,19697.0,12519.0,,1.573368479910536,522,.,.,401.0,42.0,,9.547619047619047,0,.,.,0.0,0.0,,
INDEL,*,GC_25_30,ALL,*,QUAL,*,0.9718097956429651,0.9490535467461434,0.0,0.9543002212988422,461,188,352296510.0,352296510.0,0.0,94039,.,.,53960.0,34456.0,,1.5660552588808916,93309,.,.,53620.0,34240.0,,1.5660046728971964,730,.,.,340.0,216.0,,1.5740740740740742,94833,.,.,55134.0,34255.0,,1.6095168588527222,92934,.,.,53607.0,34130.0,,1.5706709639613243,1899,.,.,1527.0,125.0,,12.216,0,.,.,0.0,0.0,,
INDEL,*,GC_25_30,PASS,*,QUAL,*,1.0,0.9834494483630046,0.0,0.981886952255615,461,188,352296510.0,352296510.0,0.0,94039,.,.,53960.0,34456.0,,1.5660552588808916,93309,.,.,53620.0,34240.0,,1.5660046728971964,730,.,.,340.0,216.0,,1.5740740740740742,94833,.,.,55134.0,34255.0,,1.6095168588527222,92934,.,.,53607.0,34130.0,,1.5706709639613243,1899,.,.,1527.0,125.0,,12.216,0,.,.,0.0,0.0,,
INDEL,*,GC_30_55,ALL,*,QUAL,*,0.9447463736305383,0.9880524712460981,0.0,1.0,1756,675,1731729858.0,1731729858.0,0.0,303116,.,.,170933.0,111058.0,,1.5391327054331971,300301,.,.,169672.0,110184.0,,1.5398968997313585,2815,.,.,1261.0,874.0,,1.44279176201373,305386,.,.,174624.0,110205.0,,1.584537906628556,298767,.,.,169421.0,109692.0,,1.5445155526382963,6619,.,.,5203.0,513.0,,10.142300194931774,0,.,.,0.0,0.0,,
INDEL,*,GC_30_55,PASS,*,QUAL,*,1.0,0.9818974067589307,0.0,0.9938666905648142,1756,675,1731729858.0,1731729858.0,0.0,303116,.,.,170933.0,111058.0,,1.5391327054331971,300301,.,.,169672.0,110184.0,,1.5398968997313585,2815,.,.,1261.0,874.0,,1.44279176201373,305386,.,.,174624.0,110205.0,,1.584537906628556,298767,.,.,169421.0,109692.0,,1.5445155526382963,6619,.,.,5203.0,513.0,,10.142300194931774,0,.,.,0.0,0.0,,
